Date,Machine,Units_Produced,Defective_Units,Quality_Rate
2025-01-28,Machine de controle qualite par vision,905,42,95.36
2025-01-28,Machine de palettisation automatique,996,42,95.78
2025-01-29,Machine CNC,715,50,93.01
2025-01-29,Tour industriel,781,61,92.19
2025-01-29,Fraiseuse industrielle,870,67,92.3
2025-01-29,Perceuse a colonne,883,64,92.75
2025-01-29,Presse hydraulique,850,42,95.06
2025-01-29,Presse mecanique,899,39,95.66
2025-01-29,Machine de decoupe laser,977,20,97.95
2025-01-29,Machine de decoupe plasma,973,69,92.91
2025-01-29,Machine de soudage robotisee,898,52,94.21
2025-01-29,Robot assemblage,936,59,93.7
2025-01-29,Machine de moulage par injection,938,58,93.82
2025-01-29,Machine extrusion,855,49,94.27
2025-01-29,Machine de pliage,901,46,94.89
2025-01-29,Machine de polissage,895,42,95.31
2025-01-29,Machine de peinture industrielle,860,63,NaN
2025-01-29,Machine emballage,879,56,93.63
2025-01-29,Etiqueteuse automatique,958,52,94.57
2025-01-29,Convoyeur industriel,945,44,95.34
2025-01-29,Machine de controle qualite par vision,976,54,94.47
2025-01-29,Machine de palettisation automatique,1038,52,94.99
2025-01-30,Machine CNC,773,63,91.85
2025-01-30,Tour industriel,892,81,90.92
2025-01-30,Fraiseuse industrielle,860,68,92.09
2025-01-30,Perceuse a colonne,903,64,92.91
2025-01-30,Presse hydraulique,890,46,94.83
2025-01-30,Presse mecanique,933,33,96.46
2025-01-30,Machine de decoupe laser,880,21,97.61
2025-01-30,Machine de decoupe plasma,902,67,92.57
2025-01-30,Machine de soudage robotisee,907,64,92.94
2025-01-30,Robot assemblage,916,57,93.78
2025-01-30,Machine de moulage par injection,855,54,93.68
2025-01-30,Machine extrusion,896,59,93.42
2025-01-30,Machine de pliage,884,43,95.14
2025-01-30,Machine de polissage,929,30,96.77
2025-01-30,Machine de peinture industrielle,931,81,91.3
2025-01-30,Machine emballage,941,51,94.58
2025-01-30,Etiqueteuse automatique,941,49,94.79
2025-01-30,Convoyeur industriel,982,48,95.11
2025-01-30,Machine de controle qualite par vision,1059,54,94.9
2025-01-30,Machine de palettisation automatique,1029,51,95.04
2025-01-31,Machine CNC,803,70,91.28
2025-01-31,Tour industriel,873,68,92.21
2025-01-31,Fraiseuse industrielle,849,62,92.7
2025-01-31,Perceuse a colonne,882,56,93.65
2025-01-31,Presse hydraulique,883,51,94.22
2025-01-31,Presse mecanique,901,31,96.56
2025-01-31,Machine de decoupe laser,857,16,98.13
2025-01-31,Machine de decoupe plasma,885,62,92.99
2025-01-31,Machine de soudage robotisee,860,54,93.72
2025-01-31,Robot assemblage,878,59,93.28
2025-01-31,Machine de moulage par injection,893,63,92.95
2025-01-31,Machine extrusion,883,48,94.56
2025-01-31,Machine de pliage,891,51,94.28
2025-01-31,Machine de polissage,918,29,96.84
2025-01-31,Machine de peinture industrielle,1027,78,92.41
2025-01-31,Machine emballage,921,48,94.79
2025-01-31,Etiqueteuse automatique,988,54,94.53
2025-01-31,Convoyeur industriel,992,52,94.76
2025-01-31,Machine de controle qualite par vision,1022,63,93.84
2025-01-31,Machine de palettisation automatique,1092,53,95.15
2025-02-01,Machine CNC,844,67,92.06
2025-02-01,Tour industriel,772,58,92.49
2025-02-01,Fraiseuse industrielle,789,64,91.89
2025-02-01,Perceuse a colonne,849,57,93.29
2025-02-01,Presse hydraulique,819,43,94.75
2025-02-01,Presse mecanique,861,31,96.4
2025-02-01,Machine de decoupe laser,859,18,97.9
2025-02-01,Machine de decoupe plasma,887,62,93.01
2025-02-01,Machine de soudage robotisee,888,56,93.69
2025-02-01,Robot assemblage,920,64,93.04
2025-02-01,Machine de moulage par injection,916,62,93.23
2025-02-01,Machine extrusion,895,57,93.63
2025-02-01,Machine de pliage,944,50,94.7
2025-02-01,Machine de polissage,976,38,96.11
2025-02-01,Machine de peinture industrielle,988,75,NaN
2025-02-01,Machine emballage,1003,58,94.22
2025-02-01,Etiqueteuse automatique,1014,56,94.48
2025-02-01,Convoyeur industriel,1001,55,94.51
2025-02-01,Machine de controle qualite par vision,1057,54,94.89
2025-02-01,Machine de palettisation automatique,1025,57,94.44
2025-02-02,Machine CNC,754,65,91.38
2025-02-02,Tour industriel,760,63,91.71
2025-02-02,Fraiseuse industrielle,792,59,92.55
2025-02-02,Perceuse a colonne,806,51,93.67
2025-02-02,Presse hydraulique,817,38,95.35
2025-02-02,Presse mecanique,884,30,96.61
2025-02-02,Machine de decoupe laser,865,17,98.03
2025-02-02,Machine de decoupe plasma,875,61,93.03
2025-02-02,Machine de soudage robotisee,951,61,93.59
2025-02-02,Robot assemblage,958,57,94.05
2025-02-02,Machine de moulage par injection,935,68,92.73
2025-02-02,Machine extrusion,979,64,93.46
2025-02-02,Machine de pliage,924,50,94.59
2025-02-02,Machine de polissage,1012,38,96.25
2025-02-02,Machine de peinture industrielle,974,75,92.3
2025-02-02,Machine emballage,976,61,93.75
2025-02-02,Etiqueteuse automatique,1040,64,93.85
2025-02-02,Convoyeur industriel,991,50,94.95
2025-02-02,Machine de controle qualite par vision,1048,51,95.13
2025-02-02,Machine de palettisation automatique,995,53,94.67
2025-02-03,Machine CNC,670,56,91.64
2025-02-03,Tour industriel,805,76,90.56
2025-02-03,Fraiseuse industrielle,767,57,92.57
2025-02-03,Perceuse a colonne,804,50,93.78
2025-02-03,Presse hydraulique,856,40,95.33
2025-02-03,Presse mecanique,822,32,96.11
2025-02-03,Machine de decoupe laser,865,18,97.92
2025-02-03,Machine de decoupe plasma,922,64,93.06
2025-02-03,Machine de soudage robotisee,985,59,94.01
2025-02-03,Robot assemblage,929,72,92.25
2025-02-03,Machine de moulage par injection,924,58,93.72
2025-02-03,Machine extrusion,967,61,93.69
2025-02-03,Machine de pliage,988,48,95.14
2025-02-03,Machine de polissage,976,34,96.52
2025-02-03,Machine de peinture industrielle,915,71,92.24
2025-02-03,Machine emballage,966,56,94.2
2025-02-03,Etiqueteuse automatique,940,44,95.32
2025-02-03,Convoyeur industriel,924,50,94.59
2025-02-03,Machine de controle qualite par vision,949,58,93.89
2025-02-03,Machine de palettisation automatique,986,54,94.52
2025-02-04,Machine CNC,705,63,91.06
2025-02-04,Tour industriel,725,58,92.0
2025-02-04,Fraiseuse industrielle,817,68,91.68
2025-02-04,Perceuse a colonne,833,50,94.0
2025-02-04,Presse hydraulique,888,45,94.93
2025-02-04,Presse mecanique,913,34,96.28
2025-02-04,Machine de decoupe laser,NaN,17,98.2
2025-02-04,Machine de decoupe plasma,1018,68,93.32
2025-02-04,Machine de soudage robotisee,932,63,93.24
2025-02-04,Robot assemblage,949,71,92.52
2025-02-04,Machine de moulage par injection,993,69,93.05
2025-02-04,Machine extrusion,933,60,93.57
2025-02-04,Machine de pliage,909,40,95.6
2025-02-04,Machine de polissage,900,24,97.33
2025-02-04,Machine de peinture industrielle,911,60,93.41
2025-02-04,Machine emballage,875,50,94.29
2025-02-04,Etiqueteuse automatique,921,52,94.35
2025-02-04,Convoyeur industriel,900,48,94.67
2025-02-04,Machine de controle qualite par vision,975,62,93.64
2025-02-04,Machine de palettisation automatique,967,49,94.93
2025-02-05,Machine CNC,744,63,91.53
2025-02-05,Tour industriel,800,73,90.88
2025-02-05,Fraiseuse industrielle,846,66,92.2
2025-02-05,Perceuse a colonne,810,50,93.83
2025-02-05,Presse hydraulique,958,43,95.51
2025-02-05,Presse mecanique,957,33,96.55
2025-02-05,Machine de decoupe laser,946,17,98.2
2025-02-05,Machine de decoupe plasma,930,62,93.33
2025-02-05,Machine de soudage robotisee,897,65,92.75
2025-02-05,Robot assemblage,897,61,93.2
2025-02-05,Machine de moulage par injection,893,60,93.28
2025-02-05,Machine extrusion,894,50,94.41
2025-02-05,Machine de pliage,865,43,95.03
2025-02-05,Machine de polissage,870,29,96.67
2025-02-05,Machine de peinture industrielle,878,64,92.71
2025-02-05,Machine emballage,917,55,94.0
2025-02-05,Etiqueteuse automatique,915,44,95.19
2025-02-05,Convoyeur industriel,967,51,94.73
2025-02-05,Machine de controle qualite par vision,937,51,94.56
2025-02-05,Machine de palettisation automatique,1004,52,94.82
2025-02-06,Machine CNC,770,71,NaN
2025-02-06,Tour industriel,794,65,91.81
2025-02-06,Fraiseuse industrielle,855,65,92.4
2025-02-06,Perceuse a colonne,901,59,93.45
2025-02-06,Presse hydraulique,959,47,95.1
2025-02-06,Presse mecanique,987,33,96.66
2025-02-06,Machine de decoupe laser,913,21,97.7
2025-02-06,Machine de decoupe plasma,874,60,93.14
2025-02-06,Machine de soudage robotisee,919,65,92.93
2025-02-06,Robot assemblage,891,62,93.04
2025-02-06,Machine de moulage par injection,889,54,93.93
2025-02-06,Machine extrusion,926,55,94.06
2025-02-06,Machine de pliage,893,48,94.62
2025-02-06,Machine de polissage,904,29,96.79
2025-02-06,Machine de peinture industrielle,873,63,92.78
2025-02-06,Machine emballage,934,55,94.11
2025-02-06,Etiqueteuse automatique,946,53,94.4
2025-02-06,Convoyeur industriel,990,65,93.43
2025-02-06,Machine de controle qualite par vision,994,52,94.77
2025-02-06,Machine de palettisation automatique,1043,55,94.73
2025-02-07,Machine CNC,822,80,90.27
2025-02-07,Tour industriel,808,70,91.34
2025-02-07,Fraiseuse industrielle,872,65,92.55
2025-02-07,Perceuse a colonne,840,49,94.17
2025-02-07,Presse hydraulique,824,37,95.51
2025-02-07,Presse mecanique,870,23,97.36
2025-02-07,Machine de decoupe laser,886,20,97.74
2025-02-07,Machine de decoupe plasma,854,60,92.97
2025-02-07,Machine de soudage robotisee,878,69,92.14
2025-02-07,Robot assemblage,874,62,92.91
2025-02-07,Machine de moulage par injection,882,61,NaN
2025-02-07,Machine extrusion,885,50,94.35
2025-02-07,Machine de pliage,849,42,95.05
2025-02-07,Machine de polissage,914,31,96.61
2025-02-07,Machine de peinture industrielle,929,68,92.68
2025-02-07,Machine emballage,993,57,94.26
2025-02-07,Etiqueteuse automatique,1015,58,94.29
2025-02-07,Convoyeur industriel,1010,63,93.76
2025-02-07,Machine de controle qualite par vision,1047,59,94.36
2025-02-07,Machine de palettisation automatique,1038,56,94.61
2025-02-08,Machine CNC,786,64,91.86
2025-02-08,Tour industriel,757,62,91.81
2025-02-08,Fraiseuse industrielle,829,56,93.24
2025-02-08,Perceuse a colonne,858,51,94.06
2025-02-08,Presse hydraulique,854,33,96.14
2025-02-08,Presse mecanique,810,26,96.79
2025-02-08,Machine de decoupe laser,826,12,98.55
2025-02-08,Machine de decoupe plasma,919,63,93.14
2025-02-08,Machine de soudage robotisee,830,62,92.53
2025-02-08,Robot assemblage,854,69,91.92
2025-02-08,Machine de moulage par injection,850,62,92.71
2025-02-08,Machine extrusion,902,45,95.01
2025-02-08,Machine de pliage,904,41,95.46
2025-02-08,Machine de polissage,976,24,97.54
2025-02-08,Machine de peinture industrielle,1006,65,93.54
2025-02-08,Machine emballage,936,58,93.8
2025-02-08,Etiqueteuse automatique,949,50,94.73
2025-02-08,Convoyeur industriel,978,65,93.35
2025-02-08,Machine de controle qualite par vision,1071,58,94.58
2025-02-08,Machine de palettisation automatique,1046,59,94.36
2025-02-09,Machine CNC,692,68,90.17
2025-02-09,Tour industriel,772,68,91.19
2025-02-09,Fraiseuse industrielle,805,57,92.92
2025-02-09,Perceuse a colonne,808,48,94.06
2025-02-09,Presse hydraulique,866,37,95.73
2025-02-09,Presse mecanique,834,27,96.76
2025-02-09,Machine de decoupe laser,882,27,96.94
2025-02-09,Machine de decoupe plasma,900,66,92.67
2025-02-09,Machine de soudage robotisee,898,68,92.43
2025-02-09,Robot assemblage,912,65,92.87
2025-02-09,Machine de moulage par injection,920,74,91.96
2025-02-09,Machine extrusion,906,52,94.26
2025-02-09,Machine de pliage,992,51,94.86
2025-02-09,Machine de polissage,947,24,97.47
2025-02-09,Machine de peinture industrielle,984,70,92.89
2025-02-09,Machine emballage,938,50,94.67
2025-02-09,Etiqueteuse automatique,953,54,94.33
2025-02-09,Convoyeur industriel,955,64,93.3
2025-02-09,Machine de controle qualite par vision,974,60,93.84
2025-02-09,Machine de palettisation automatique,1042,55,94.72
2025-02-10,Machine CNC,706,60,91.5
2025-02-10,Tour industriel,759,61,91.96
2025-02-10,Fraiseuse industrielle,789,50,93.66
2025-02-10,Perceuse a colonne,826,47,94.31
2025-02-10,Presse hydraulique,827,38,95.41
2025-02-10,Presse mecanique,828,32,96.14
2025-02-10,Machine de decoupe laser,864,21,97.57
2025-02-10,Machine de decoupe plasma,916,72,92.14
2025-02-10,Machine de soudage robotisee,937,71,92.42
2025-02-10,Robot assemblage,919,69,92.49
2025-02-10,Machine de moulage par injection,952,65,93.17
2025-02-10,Machine extrusion,924,58,93.72
2025-02-10,Machine de pliage,982,34,96.54
2025-02-10,Machine de polissage,899,22,97.55
2025-02-10,Machine de peinture industrielle,927,66,92.88
2025-02-10,Machine emballage,936,66,92.95
2025-02-10,Etiqueteuse automatique,921,52,94.35
2025-02-10,Convoyeur industriel,976,58,94.06
2025-02-10,Machine de controle qualite par vision,938,60,93.6
2025-02-10,Machine de palettisation automatique,946,55,94.19
2025-02-11,Machine CNC,700,65,90.71
2025-02-11,Tour industriel,773,67,91.33
2025-02-11,Fraiseuse industrielle,798,61,92.36
2025-02-11,Perceuse a colonne,859,50,94.18
2025-02-11,Presse hydraulique,894,36,95.97
2025-02-11,Presse mecanique,903,24,97.34
2025-02-11,Machine de decoupe laser,973,29,97.02
2025-02-11,Machine de decoupe plasma,906,65,92.83
2025-02-11,Machine de soudage robotisee,945,69,92.7
2025-02-11,Robot assemblage,989,73,92.62
2025-02-11,Machine de moulage par injection,885,66,92.54
2025-02-11,Machine extrusion,949,47,95.05
2025-02-11,Machine de pliage,927,40,95.69
2025-02-11,Machine de polissage,860,15,98.26
2025-02-11,Machine de peinture industrielle,912,NaN,93.09
2025-02-11,Machine emballage,925,54,94.16
2025-02-11,Etiqueteuse automatique,909,62,93.18
2025-02-11,Convoyeur industriel,989,67,93.23
2025-02-11,Machine de controle qualite par vision,940,64,93.19
2025-02-11,Machine de palettisation automatique,1037,67,93.54
2025-02-12,Machine CNC,792,69,91.29
2025-02-12,Tour industriel,878,77,91.23
2025-02-12,Fraiseuse industrielle,835,61,92.69
2025-02-12,Perceuse a colonne,883,46,94.79
2025-02-12,Presse hydraulique,955,31,96.75
2025-02-12,Presse mecanique,858,24,97.2
2025-02-12,Machine de decoupe laser,996,35,96.49
2025-02-12,Machine de decoupe plasma,923,74,91.98
2025-02-12,Machine de soudage robotisee,901,76,91.56
2025-02-12,Robot assemblage,908,66,92.73
2025-02-12,Machine de moulage par injection,946,66,93.02
2025-02-12,Machine extrusion,879,57,93.52
2025-02-12,Machine de pliage,835,33,96.05
2025-02-12,Machine de polissage,897,27,96.99
2025-02-12,Machine de peinture industrielle,870,58,93.33
2025-02-12,Machine emballage,921,60,93.49
2025-02-12,Etiqueteuse automatique,948,56,94.09
2025-02-12,Convoyeur industriel,907,58,93.61
2025-02-12,Machine de controle qualite par vision,949,59,93.78
2025-02-12,Machine de palettisation automatique,1055,68,93.55
2025-02-13,Machine CNC,780,74,90.51
2025-02-13,Tour industriel,823,71,91.37
2025-02-13,Fraiseuse industrielle,841,59,92.98
2025-02-13,Perceuse a colonne,882,40,95.46
2025-02-13,Presse hydraulique,970,34,96.49
2025-02-13,Presse mecanique,959,33,96.56
2025-02-13,Machine de decoupe laser,891,18,97.98
2025-02-13,Machine de decoupe plasma,942,76,91.93
2025-02-13,Machine de soudage robotisee,822,65,92.09
2025-02-13,Robot assemblage,880,63,92.84
2025-02-13,Machine de moulage par injection,830,50,93.98
2025-02-13,Machine extrusion,886,45,94.92
2025-02-13,Machine de pliage,886,33,96.28
2025-02-13,Machine de polissage,890,19,97.87
2025-02-13,Machine de peinture industrielle,854,64,92.51
2025-02-13,Machine emballage,946,61,93.55
2025-02-13,Etiqueteuse automatique,970,64,93.4
2025-02-13,Convoyeur industriel,963,60,93.77
2025-02-13,Machine de controle qualite par vision,1017,64,93.71
2025-02-13,Machine de palettisation automatique,1102,61,94.46
2025-02-14,Machine CNC,746,70,90.62
2025-02-14,Tour industriel,866,74,91.45
2025-02-14,Fraiseuse industrielle,864,60,93.06
2025-02-14,Perceuse a colonne,878,42,95.22
2025-02-14,Presse hydraulique,842,29,96.56
2025-02-14,Presse mecanique,894,30,96.64
2025-02-14,Machine de decoupe laser,906,28,96.91
2025-02-14,Machine de decoupe plasma,858,72,91.61
2025-02-14,Machine de soudage robotisee,811,63,92.23
2025-02-14,Robot assemblage,863,69,92.0
2025-02-14,Machine de moulage par injection,876,55,93.72
2025-02-14,Machine extrusion,792,43,94.57
2025-02-14,Machine de pliage,851,25,97.06
2025-02-14,Machine de polissage,948,15,98.42
2025-02-14,Machine de peinture industrielle,979,61,93.77
2025-02-14,Machine emballage,988,72,92.71
2025-02-14,Etiqueteuse automatique,990,59,94.04
2025-02-14,Convoyeur industriel,1010,61,93.96
2025-02-14,Machine de controle qualite par vision,NaN,69,93.12
2025-02-14,Machine de palettisation automatique,1059,58,94.52
2025-02-15,Machine CNC,832,74,91.11
2025-02-15,Tour industriel,784,61,92.22
2025-02-15,Fraiseuse industrielle,825,54,93.45
2025-02-15,Perceuse a colonne,827,46,94.44
2025-02-15,Presse hydraulique,878,35,96.01
2025-02-15,Presse mecanique,836,21,97.49
2025-02-15,Machine de decoupe laser,881,24,97.28
2025-02-15,Machine de decoupe plasma,910,68,92.53
2025-02-15,Machine de soudage robotisee,872,72,91.74
2025-02-15,Robot assemblage,859,63,92.67
2025-02-15,Machine de moulage par injection,873,62,92.9
2025-02-15,Machine extrusion,936,48,94.87
2025-02-15,Machine de pliage,920,35,96.2
2025-02-15,Machine de polissage,975,24,97.54
2025-02-15,Machine de peinture industrielle,965,73,92.44
2025-02-15,Machine emballage,991,67,93.24
2025-02-15,Etiqueteuse automatique,1039,78,92.49
2025-02-15,Convoyeur industriel,990,59,94.04
2025-02-15,Machine de controle qualite par vision,1052,60,94.3
2025-02-15,Machine de palettisation automatique,1075,49,95.44
2025-02-16,Machine CNC,761,69,90.93
2025-02-16,Tour industriel,742,61,91.78
2025-02-16,Fraiseuse industrielle,763,46,93.97
2025-02-16,Perceuse a colonne,817,38,95.35
2025-02-16,Presse hydraulique,805,29,96.4
2025-02-16,Presse mecanique,894,24,97.32
2025-02-16,Machine de decoupe laser,833,24,97.12
2025-02-16,Machine de decoupe plasma,847,63,92.56
2025-02-16,Machine de soudage robotisee,915,76,91.69
2025-02-16,Robot assemblage,931,75,91.94
2025-02-16,Machine de moulage par injection,907,62,93.16
2025-02-16,Machine extrusion,973,49,94.96
2025-02-16,Machine de pliage,956,28,97.07
